,question,answer,relevant_text,title,publication_date,inventor,category
113,What additional feature ensures cleanliness on the surface of the light supplement lamp body?,"The electric wire netting bug zapper installed on both sides of the adjusting device reduces nearby insect activity, maintaining a clean surface on the lamp body.","Multifunctional light supplement lamp based on solar energyThe utility model discloses a multi-functional light filling lamp based on solar energy relates to light filling lamp technical field, including light filling lamp support, crossbeam support, photoelectric reaction board and light filling lamp body, the top of light filling lamp support and crossbeam support&#39;s bottom fixed connection, photoelectric reaction board fixed mounting is at crossbeam support&#39;s top, the light filling lamp body is located crossbeam support&#39;s bottom bilateral symmetry setting, the top of light filling lamp body is provided with adjusting device. The utility model discloses a photoelectric reaction board can be the electric energy with light energy conversion, so that supply power to the light filling lamp body, and under the effect of the lifter and the built-in spring telescopic link that set up on the adjusting device, can adjust the direction of illumination of light filling lamp body, with the adaptability that improves the irradiation range regulation of light filling lamp body, and the electric wire netting bugZapper that sets up in the adjusting device both sides, can reduce the quantity of the insect near the light filling lamp body, the clean and tidy effect on light filling lamp body surface has been guaranteed.",Multifunctional light supplement lamp based on solar energy,20211224,['SONG XUERUI'],Sustainability & Technological Innovation Questions
114,What is the main function of the photoelectric reaction board in the multifunctional light supplement lamp?,The photoelectric reaction board converts light energy into electric energy to supply power to the light supplement lamp body.,"Multifunctional light supplement lamp based on solar energyThe utility model discloses a multi-functional light filling lamp based on solar energy relates to light filling lamp technical field, including light filling lamp support, crossbeam support, photoelectric reaction board and light filling lamp body, the top of light filling lamp support and crossbeam support&#39;s bottom fixed connection, photoelectric reaction board fixed mounting is at crossbeam support&#39;s top, the light filling lamp body is located crossbeam support&#39;s bottom bilateral symmetry setting, the top of light filling lamp body is provided with adjusting device. The utility model discloses a photoelectric reaction board can be the electric energy with light energy conversion, so that supply power to the light filling lamp body, and under the effect of the lifter and the built-in spring telescopic link that set up on the adjusting device, can adjust the direction of illumination of light filling lamp body, with the adaptability that improves the irradiation range regulation of light filling lamp body, and the electric wire netting bugZapper that sets up in the adjusting device both sides, can reduce the quantity of the insect near the light filling lamp body, the clean and tidy effect on light filling lamp body surface has been guaranteed.",Multifunctional light supplement lamp based on solar energy,20211224,['SONG XUERUI'],Sustainability & Technological Innovation Questions
115,How does the adjusting device improve the performance of the light supplement lamp?,"The adjusting device, with its lifter and built-in spring telescopic link, allows the illumination direction of the light supplement lamp body to be adjusted, enhancing its adaptability and irradiation range.","Multifunctional light supplement lamp based on solar energyThe utility model discloses a multi-functional light filling lamp based on solar energy relates to light filling lamp technical field, including light filling lamp support, crossbeam support, photoelectric reaction board and light filling lamp body, the top of light filling lamp support and crossbeam support&#39;s bottom fixed connection, photoelectric reaction board fixed mounting is at crossbeam support&#39;s top, the light filling lamp body is located crossbeam support&#39;s bottom bilateral symmetry setting, the top of light filling lamp body is provided with adjusting device. The utility model discloses a photoelectric reaction board can be the electric energy with light energy conversion, so that supply power to the light filling lamp body, and under the effect of the lifter and the built-in spring telescopic link that set up on the adjusting device, can adjust the direction of illumination of light filling lamp body, with the adaptability that improves the irradiation range regulation of light filling lamp body, and the electric wire netting bugZapper that sets up in the adjusting device both sides, can reduce the quantity of the insect near the light filling lamp body, the clean and tidy effect on light filling lamp body surface has been guaranteed.",Multifunctional light supplement lamp based on solar energy,20211224,['SONG XUERUI'],Analytical & Explanatory Questions
116,What is the purpose of the electric wire netting bug zapper in the light supplement lamp?,"The electric wire netting bug zapper reduces the number of insects near the light supplement lamp body, ensuring the surface remains clean and tidy.","Multifunctional light supplement lamp based on solar energyThe utility model discloses a multi-functional light filling lamp based on solar energy relates to light filling lamp technical field, including light filling lamp support, crossbeam support, photoelectric reaction board and light filling lamp body, the top of light filling lamp support and crossbeam support&#39;s bottom fixed connection, photoelectric reaction board fixed mounting is at crossbeam support&#39;s top, the light filling lamp body is located crossbeam support&#39;s bottom bilateral symmetry setting, the top of light filling lamp body is provided with adjusting device. The utility model discloses a photoelectric reaction board can be the electric energy with light energy conversion, so that supply power to the light filling lamp body, and under the effect of the lifter and the built-in spring telescopic link that set up on the adjusting device, can adjust the direction of illumination of light filling lamp body, with the adaptability that improves the irradiation range regulation of light filling lamp body, and the electric wire netting bugZapper that sets up in the adjusting device both sides, can reduce the quantity of the insect near the light filling lamp body, the clean and tidy effect on light filling lamp body surface has been guaranteed.",Multifunctional light supplement lamp based on solar energy,20211224,['SONG XUERUI'],Sustainability & Technological Innovation Questions
117,What are the main components of the water conservancy and hydropower engineering construction tunnel inner flow guiding and drainage structure?,"The main components include a construction hole body, multiple cover plates, and multiple reinforcing components. The construction hole body consists of a hole body side wall, a hole body top wall, and a hole body ground, with drainage ditches on the left and right sides of the hole body ground.","Water conservancy and hydropower engineering construction tunnel internal flow guiding and drainage structureThe utility model discloses a water conservancy and hydropower engineering construction hole inner diversion drainage structure, which comprises a construction hole body, a plurality of cover plates and a plurality of reinforcing components, wherein the construction hole body comprises a hole body side wall, a hole body top wall and a hole body ground, the hole body side wall is provided with two holes, the lower ends of the two hole body side walls are connected with the left side and the right side of the hole body side wall, the hole body top wall is connected with the upper ends of the two hole body side walls, the left side and the right side of the hole body ground are respectively provided with a drainage ditch, the two drainage ditches extend along the length direction of the hole body ground, the plurality of cover plates are sequentially arranged at the upper ends of the two drainage ditches and are used for shielding drainage ditches, each cover plate is provided with a plurality of water leakage holes, the plurality of reinforcing components are sequentially arranged in the drainage ditches and are used for enhancing the stability of the two drainage ditch side walls, wherein each reinforcing component comprises two side plates and an adjusting rod, the two side plates are respectively attached to the left side and the right side of the drainage ditches, adjust the pole and locate between the board of both sides for adjust the interval between the board of both sides, the utility model discloses simple to operate, the drainage is effectual.",Water conservancy and hydropower engineering construction tunnel internal flow guiding and drainage structure,20211207,"['LIN YANJUAN', 'ZHANG LIANG', 'ZHAO YAHAO', 'ZHOU XUANZHE', 'LUO RUIXIN', 'CHEN DAPENG']",Sustainability & Technological Innovation Questions
118,How do the reinforcing components enhance the stability of the drainage ditches?,"Each reinforcing component comprises two side plates and an adjusting rod. The side plates are attached to the left and right sides of the drainage ditches, while the adjusting rod is positioned between the side plates to adjust the interval between them, thereby enhancing the stability of the drainage ditch side walls.","Water conservancy and hydropower engineering construction tunnel internal flow guiding and drainage structureThe utility model discloses a water conservancy and hydropower engineering construction hole inner diversion drainage structure, which comprises a construction hole body, a plurality of cover plates and a plurality of reinforcing components, wherein the construction hole body comprises a hole body side wall, a hole body top wall and a hole body ground, the hole body side wall is provided with two holes, the lower ends of the two hole body side walls are connected with the left side and the right side of the hole body side wall, the hole body top wall is connected with the upper ends of the two hole body side walls, the left side and the right side of the hole body ground are respectively provided with a drainage ditch, the two drainage ditches extend along the length direction of the hole body ground, the plurality of cover plates are sequentially arranged at the upper ends of the two drainage ditches and are used for shielding drainage ditches, each cover plate is provided with a plurality of water leakage holes, the plurality of reinforcing components are sequentially arranged in the drainage ditches and are used for enhancing the stability of the two drainage ditch side walls, wherein each reinforcing component comprises two side plates and an adjusting rod, the two side plates are respectively attached to the left side and the right side of the drainage ditches, adjust the pole and locate between the board of both sides for adjust the interval between the board of both sides, the utility model discloses simple to operate, the drainage is effectual.",Water conservancy and hydropower engineering construction tunnel internal flow guiding and drainage structure,20211207,"['LIN YANJUAN', 'ZHANG LIANG', 'ZHAO YAHAO', 'ZHOU XUANZHE', 'LUO RUIXIN', 'CHEN DAPENG']",Sustainability & Technological Innovation Questions
119,What is the function of the cover plates in the drainage structure?,The cover plates are arranged at the upper ends of the drainage ditches and are equipped with multiple water leakage holes. Their primary function is to shield the drainage ditches while allowing water to pass through for effective drainage.,"Water conservancy and hydropower engineering construction tunnel internal flow guiding and drainage structureThe utility model discloses a water conservancy and hydropower engineering construction hole inner diversion drainage structure, which comprises a construction hole body, a plurality of cover plates and a plurality of reinforcing components, wherein the construction hole body comprises a hole body side wall, a hole body top wall and a hole body ground, the hole body side wall is provided with two holes, the lower ends of the two hole body side walls are connected with the left side and the right side of the hole body side wall, the hole body top wall is connected with the upper ends of the two hole body side walls, the left side and the right side of the hole body ground are respectively provided with a drainage ditch, the two drainage ditches extend along the length direction of the hole body ground, the plurality of cover plates are sequentially arranged at the upper ends of the two drainage ditches and are used for shielding drainage ditches, each cover plate is provided with a plurality of water leakage holes, the plurality of reinforcing components are sequentially arranged in the drainage ditches and are used for enhancing the stability of the two drainage ditch side walls, wherein each reinforcing component comprises two side plates and an adjusting rod, the two side plates are respectively attached to the left side and the right side of the drainage ditches, adjust the pole and locate between the board of both sides for adjust the interval between the board of both sides, the utility model discloses simple to operate, the drainage is effectual.",Water conservancy and hydropower engineering construction tunnel internal flow guiding and drainage structure,20211207,"['LIN YANJUAN', 'ZHANG LIANG', 'ZHAO YAHAO', 'ZHOU XUANZHE', 'LUO RUIXIN', 'CHEN DAPENG']",Analytical & Explanatory Questions
120,What are the main components of the water conservancy and hydropower engineering construction tunnel inner diversion drainage structure?,"The main components include a construction hole body (comprising a hole body side wall, a hole body top wall, and a hole body ground), multiple cover plates, and multiple reinforcing components.","Water conservancy and hydropower engineering construction tunnel internal flow guiding and drainage structureThe utility model discloses a water conservancy and hydropower engineering construction hole inner diversion drainage structure, which comprises a construction hole body, a plurality of cover plates and a plurality of reinforcing components, wherein the construction hole body comprises a hole body side wall, a hole body top wall and a hole body ground, the hole body side wall is provided with two holes, the lower ends of the two hole body side walls are connected with the left side and the right side of the hole body side wall, the hole body top wall is connected with the upper ends of the two hole body side walls, the left side and the right side of the hole body ground are respectively provided with a drainage ditch, the two drainage ditches extend along the length direction of the hole body ground, the plurality of cover plates are sequentially arranged at the upper ends of the two drainage ditches and are used for shielding drainage ditches, each cover plate is provided with a plurality of water leakage holes, the plurality of reinforcing components are sequentially arranged in the drainage ditches and are used for enhancing the stability of the two drainage ditch side walls, wherein each reinforcing component comprises two side plates and an adjusting rod, the two side plates are respectively attached to the left side and the right side of the drainage ditches, adjust the pole and locate between the board of both sides for adjust the interval between the board of both sides, the utility model discloses simple to operate, the drainage is effectual.",Water conservancy and hydropower engineering construction tunnel internal flow guiding and drainage structure,20211207,"['LIN YANJUAN', 'ZHANG LIANG', 'ZHAO YAHAO', 'ZHOU XUANZHE', 'LUO RUIXIN', 'CHEN DAPENG']",Sustainability & Technological Innovation Questions
121,What is the purpose of the cover plates in the drainage structure?,"The cover plates are sequentially arranged at the upper ends of the two drainage ditches to shield them, and each cover plate is equipped with multiple water leakage holes to facilitate drainage.","Water conservancy and hydropower engineering construction tunnel internal flow guiding and drainage structureThe utility model discloses a water conservancy and hydropower engineering construction hole inner diversion drainage structure, which comprises a construction hole body, a plurality of cover plates and a plurality of reinforcing components, wherein the construction hole body comprises a hole body side wall, a hole body top wall and a hole body ground, the hole body side wall is provided with two holes, the lower ends of the two hole body side walls are connected with the left side and the right side of the hole body side wall, the hole body top wall is connected with the upper ends of the two hole body side walls, the left side and the right side of the hole body ground are respectively provided with a drainage ditch, the two drainage ditches extend along the length direction of the hole body ground, the plurality of cover plates are sequentially arranged at the upper ends of the two drainage ditches and are used for shielding drainage ditches, each cover plate is provided with a plurality of water leakage holes, the plurality of reinforcing components are sequentially arranged in the drainage ditches and are used for enhancing the stability of the two drainage ditch side walls, wherein each reinforcing component comprises two side plates and an adjusting rod, the two side plates are respectively attached to the left side and the right side of the drainage ditches, adjust the pole and locate between the board of both sides for adjust the interval between the board of both sides, the utility model discloses simple to operate, the drainage is effectual.",Water conservancy and hydropower engineering construction tunnel internal flow guiding and drainage structure,20211207,"['LIN YANJUAN', 'ZHANG LIANG', 'ZHAO YAHAO', 'ZHOU XUANZHE', 'LUO RUIXIN', 'CHEN DAPENG']",Sustainability & Technological Innovation Questions
122,How does the reinforcing component enhance the stability of the drainage ditch side walls?,"Each reinforcing component consists of two side plates and an adjusting rod. The side plates are attached to the left and right sides of the drainage ditches, and the adjusting rod is positioned between them to adjust the interval, thereby enhancing stability.","Water conservancy and hydropower engineering construction tunnel internal flow guiding and drainage structureThe utility model discloses a water conservancy and hydropower engineering construction hole inner diversion drainage structure, which comprises a construction hole body, a plurality of cover plates and a plurality of reinforcing components, wherein the construction hole body comprises a hole body side wall, a hole body top wall and a hole body ground, the hole body side wall is provided with two holes, the lower ends of the two hole body side walls are connected with the left side and the right side of the hole body side wall, the hole body top wall is connected with the upper ends of the two hole body side walls, the left side and the right side of the hole body ground are respectively provided with a drainage ditch, the two drainage ditches extend along the length direction of the hole body ground, the plurality of cover plates are sequentially arranged at the upper ends of the two drainage ditches and are used for shielding drainage ditches, each cover plate is provided with a plurality of water leakage holes, the plurality of reinforcing components are sequentially arranged in the drainage ditches and are used for enhancing the stability of the two drainage ditch side walls, wherein each reinforcing component comprises two side plates and an adjusting rod, the two side plates are respectively attached to the left side and the right side of the drainage ditches, adjust the pole and locate between the board of both sides for adjust the interval between the board of both sides, the utility model discloses simple to operate, the drainage is effectual.",Water conservancy and hydropower engineering construction tunnel internal flow guiding and drainage structure,20211207,"['LIN YANJUAN', 'ZHANG LIANG', 'ZHAO YAHAO', 'ZHOU XUANZHE', 'LUO RUIXIN', 'CHEN DAPENG']",Sustainability & Technological Innovation Questions
123,What is the purpose of the winding drum in the solar irrigation device?,"The winding drum is used to hold and wind the water pipe, which is connected to the rotary joint and booster pump for irrigation purposes.","Solar irrigation equipmentThe utility model discloses a solar irrigation device, which comprises a bottom plate, wherein a spray head bracket is arranged in the middle of the rear side of the bottom plate, an irrigation spray head is arranged at the upper end of the spray head bracket, a winding drum is arranged above the bottom plate, the winding drum is bilaterally symmetrical to the winding drum and is provided with a winding drum bracket, a water pipe is wound outside the winding drum and is connected with a rotary joint, and the lower side of the rotary joint is connected with a booster pump; the solar energy power generation device comprises a winding drum, two winding drum supports, a motor, two sliding rods, buffer springs, a support column, a mounting plate and a solar power generation assembly, wherein the motor is connected to the right side of the winding drum, the two sliding rods are arranged on the upper portions of the two winding drum supports in parallel, each sliding rod slides in a bilateral symmetry mode, the buffer springs are connected between the two sliding blocks and between the sliding block and the winding drum support, the upper side of each sliding block is hinged to the support column, the upper end of each support column is hinged to the mounting plate, and the solar power generation assembly is mounted on the upper side of the mounting plate; the utility model has the advantages of simple structure, safety and practicality, quick adjustment, convenient operation, solar energy utilization and shock-absorbing function.",Solar irrigation equipment,20211130,"['JIANG WEI', 'LI SANJIE', 'LUO WEIYI', 'FU XUEYANG', 'Zhai Aolong', 'CUI WENSHUAI', 'Ding Yuancheng']",Sustainability & Technological Innovation Questions
124,How does the solar irrigation device utilize solar energy?,"The device includes a solar power generation assembly mounted on a mounting plate, which harnesses solar energy to power the motor and other components.","Solar irrigation equipmentThe utility model discloses a solar irrigation device, which comprises a bottom plate, wherein a spray head bracket is arranged in the middle of the rear side of the bottom plate, an irrigation spray head is arranged at the upper end of the spray head bracket, a winding drum is arranged above the bottom plate, the winding drum is bilaterally symmetrical to the winding drum and is provided with a winding drum bracket, a water pipe is wound outside the winding drum and is connected with a rotary joint, and the lower side of the rotary joint is connected with a booster pump; the solar energy power generation device comprises a winding drum, two winding drum supports, a motor, two sliding rods, buffer springs, a support column, a mounting plate and a solar power generation assembly, wherein the motor is connected to the right side of the winding drum, the two sliding rods are arranged on the upper portions of the two winding drum supports in parallel, each sliding rod slides in a bilateral symmetry mode, the buffer springs are connected between the two sliding blocks and between the sliding block and the winding drum support, the upper side of each sliding block is hinged to the support column, the upper end of each support column is hinged to the mounting plate, and the solar power generation assembly is mounted on the upper side of the mounting plate; the utility model has the advantages of simple structure, safety and practicality, quick adjustment, convenient operation, solar energy utilization and shock-absorbing function.",Solar irrigation equipment,20211130,"['JIANG WEI', 'LI SANJIE', 'LUO WEIYI', 'FU XUEYANG', 'Zhai Aolong', 'CUI WENSHUAI', 'Ding Yuancheng']",Sustainability & Technological Innovation Questions
125,What feature of the solar irrigation device provides a shock-absorbing function?,"The device uses buffer springs connected between sliding blocks and winding drum supports, as well as sliding rods, to provide a shock-absorbing function.","Solar irrigation equipmentThe utility model discloses a solar irrigation device, which comprises a bottom plate, wherein a spray head bracket is arranged in the middle of the rear side of the bottom plate, an irrigation spray head is arranged at the upper end of the spray head bracket, a winding drum is arranged above the bottom plate, the winding drum is bilaterally symmetrical to the winding drum and is provided with a winding drum bracket, a water pipe is wound outside the winding drum and is connected with a rotary joint, and the lower side of the rotary joint is connected with a booster pump; the solar energy power generation device comprises a winding drum, two winding drum supports, a motor, two sliding rods, buffer springs, a support column, a mounting plate and a solar power generation assembly, wherein the motor is connected to the right side of the winding drum, the two sliding rods are arranged on the upper portions of the two winding drum supports in parallel, each sliding rod slides in a bilateral symmetry mode, the buffer springs are connected between the two sliding blocks and between the sliding block and the winding drum support, the upper side of each sliding block is hinged to the support column, the upper end of each support column is hinged to the mounting plate, and the solar power generation assembly is mounted on the upper side of the mounting plate; the utility model has the advantages of simple structure, safety and practicality, quick adjustment, convenient operation, solar energy utilization and shock-absorbing function.",Solar irrigation equipment,20211130,"['JIANG WEI', 'LI SANJIE', 'LUO WEIYI', 'FU XUEYANG', 'Zhai Aolong', 'CUI WENSHUAI', 'Ding Yuancheng']",Sustainability & Technological Innovation Questions
126,What are the main components of the solar irrigation device described in the utility model?,"The main components include a bottom plate, a spray head bracket with an irrigation spray head, a winding drum with a water pipe and rotary joint, a booster pump, a motor, sliding rods, buffer springs, a support column, a mounting plate, and a solar power generation assembly.","Solar irrigation equipmentThe utility model discloses a solar irrigation device, which comprises a bottom plate, wherein a spray head bracket is arranged in the middle of the rear side of the bottom plate, an irrigation spray head is arranged at the upper end of the spray head bracket, a winding drum is arranged above the bottom plate, the winding drum is bilaterally symmetrical to the winding drum and is provided with a winding drum bracket, a water pipe is wound outside the winding drum and is connected with a rotary joint, and the lower side of the rotary joint is connected with a booster pump; the solar energy power generation device comprises a winding drum, two winding drum supports, a motor, two sliding rods, buffer springs, a support column, a mounting plate and a solar power generation assembly, wherein the motor is connected to the right side of the winding drum, the two sliding rods are arranged on the upper portions of the two winding drum supports in parallel, each sliding rod slides in a bilateral symmetry mode, the buffer springs are connected between the two sliding blocks and between the sliding block and the winding drum support, the upper side of each sliding block is hinged to the support column, the upper end of each support column is hinged to the mounting plate, and the solar power generation assembly is mounted on the upper side of the mounting plate; the utility model has the advantages of simple structure, safety and practicality, quick adjustment, convenient operation, solar energy utilization and shock-absorbing function.",Solar irrigation equipment,20211130,"['JIANG WEI', 'LI SANJIE', 'LUO WEIYI', 'FU XUEYANG', 'Zhai Aolong', 'CUI WENSHUAI', 'Ding Yuancheng']",Sustainability & Technological Innovation Questions
127,How does the solar irrigation device utilize solar energy?,"The device utilizes solar energy through the solar power generation assembly mounted on the upper side of the mounting plate, which powers the system, making it energy-efficient and environmentally friendly.","Solar irrigation equipmentThe utility model discloses a solar irrigation device, which comprises a bottom plate, wherein a spray head bracket is arranged in the middle of the rear side of the bottom plate, an irrigation spray head is arranged at the upper end of the spray head bracket, a winding drum is arranged above the bottom plate, the winding drum is bilaterally symmetrical to the winding drum and is provided with a winding drum bracket, a water pipe is wound outside the winding drum and is connected with a rotary joint, and the lower side of the rotary joint is connected with a booster pump; the solar energy power generation device comprises a winding drum, two winding drum supports, a motor, two sliding rods, buffer springs, a support column, a mounting plate and a solar power generation assembly, wherein the motor is connected to the right side of the winding drum, the two sliding rods are arranged on the upper portions of the two winding drum supports in parallel, each sliding rod slides in a bilateral symmetry mode, the buffer springs are connected between the two sliding blocks and between the sliding block and the winding drum support, the upper side of each sliding block is hinged to the support column, the upper end of each support column is hinged to the mounting plate, and the solar power generation assembly is mounted on the upper side of the mounting plate; the utility model has the advantages of simple structure, safety and practicality, quick adjustment, convenient operation, solar energy utilization and shock-absorbing function.",Solar irrigation equipment,20211130,"['JIANG WEI', 'LI SANJIE', 'LUO WEIYI', 'FU XUEYANG', 'Zhai Aolong', 'CUI WENSHUAI', 'Ding Yuancheng']",Sustainability & Technological Innovation Questions
128,What are the advantages of the solar irrigation device according to the utility model?,"The advantages include a simple structure, safety and practicality, quick adjustment, convenient operation, utilization of solar energy, and a shock-absorbing function.","Solar irrigation equipmentThe utility model discloses a solar irrigation device, which comprises a bottom plate, wherein a spray head bracket is arranged in the middle of the rear side of the bottom plate, an irrigation spray head is arranged at the upper end of the spray head bracket, a winding drum is arranged above the bottom plate, the winding drum is bilaterally symmetrical to the winding drum and is provided with a winding drum bracket, a water pipe is wound outside the winding drum and is connected with a rotary joint, and the lower side of the rotary joint is connected with a booster pump; the solar energy power generation device comprises a winding drum, two winding drum supports, a motor, two sliding rods, buffer springs, a support column, a mounting plate and a solar power generation assembly, wherein the motor is connected to the right side of the winding drum, the two sliding rods are arranged on the upper portions of the two winding drum supports in parallel, each sliding rod slides in a bilateral symmetry mode, the buffer springs are connected between the two sliding blocks and between the sliding block and the winding drum support, the upper side of each sliding block is hinged to the support column, the upper end of each support column is hinged to the mounting plate, and the solar power generation assembly is mounted on the upper side of the mounting plate; the utility model has the advantages of simple structure, safety and practicality, quick adjustment, convenient operation, solar energy utilization and shock-absorbing function.",Solar irrigation equipment,20211130,"['JIANG WEI', 'LI SANJIE', 'LUO WEIYI', 'FU XUEYANG', 'Zhai Aolong', 'CUI WENSHUAI', 'Ding Yuancheng']",Sustainability & Technological Innovation Questions
129,What is the purpose of the split type ceramic split plate assembling structure improvement?,The purpose is to prevent rocking between the split plate body and the patches to avoid the workload associated with gluing and removing glue.,"Split type ceramic split plate assembling structureThe utility model relates to a solar energy silicon chip production worker anchor clamps. The purpose provides a split type pottery burst board package assembly&#39;s improvement, and the burst board after the improvement should be able to prevent to take place to rock between burst board body and the paster to avoid beating to glue and remove gluey work load. The technical scheme is as follows: a split type ceramic slicing plate assembly structure comprises a slicing plate body and two patches which are respectively arranged at the top of the slicing plate body and keep a distance from each other; the two patches are fixed on the splitting plate body through at least one plastic rivet formed by injection molding; the slicing plate body is provided with a first through hole; the two patches are respectively provided with a second through hole corresponding to the first through hole; the first through hole is communicated with the second through hole so that the split plate body and the two patches are subjected to injection molding and riveting; the method is characterized in that: the opening of one side, far away from the slicing plate body, of the second through hole is larger than the opening of one side, close to the slicing plate body, of the second through hole; in the cross-sectional patterns of the first through hole and the second through hole, which are perpendicular to the depth direction of the holes, one side wall or two side walls corresponding to each other extend towards the center direction to form a bulge.",Split type ceramic split plate assembling structure,20211123,"['LYU QUNFENG', 'SHI LUMING', 'KONG JIANLEI']",Sustainability & Technological Innovation Questions
130,How are the patches fixed to the split plate body in the split type ceramic split plate assembly structure?,The patches are fixed on the split plate body through at least one plastic rivet formed by injection molding.,"Split type ceramic split plate assembling structureThe utility model relates to a solar energy silicon chip production worker anchor clamps. The purpose provides a split type pottery burst board package assembly&#39;s improvement, and the burst board after the improvement should be able to prevent to take place to rock between burst board body and the paster to avoid beating to glue and remove gluey work load. The technical scheme is as follows: a split type ceramic slicing plate assembly structure comprises a slicing plate body and two patches which are respectively arranged at the top of the slicing plate body and keep a distance from each other; the two patches are fixed on the splitting plate body through at least one plastic rivet formed by injection molding; the slicing plate body is provided with a first through hole; the two patches are respectively provided with a second through hole corresponding to the first through hole; the first through hole is communicated with the second through hole so that the split plate body and the two patches are subjected to injection molding and riveting; the method is characterized in that: the opening of one side, far away from the slicing plate body, of the second through hole is larger than the opening of one side, close to the slicing plate body, of the second through hole; in the cross-sectional patterns of the first through hole and the second through hole, which are perpendicular to the depth direction of the holes, one side wall or two side walls corresponding to each other extend towards the center direction to form a bulge.",Split type ceramic split plate assembling structure,20211123,"['LYU QUNFENG', 'SHI LUMING', 'KONG JIANLEI']",Government & Corporate Initiatives
131,What is the characteristic feature of the second through hole in the patches?,"The opening of one side, far away from the split plate body, of the second through hole is larger than the opening of one side, close to the split plate body, of the second through hole.","Split type ceramic split plate assembling structureThe utility model relates to a solar energy silicon chip production worker anchor clamps. The purpose provides a split type pottery burst board package assembly&#39;s improvement, and the burst board after the improvement should be able to prevent to take place to rock between burst board body and the paster to avoid beating to glue and remove gluey work load. The technical scheme is as follows: a split type ceramic slicing plate assembly structure comprises a slicing plate body and two patches which are respectively arranged at the top of the slicing plate body and keep a distance from each other; the two patches are fixed on the splitting plate body through at least one plastic rivet formed by injection molding; the slicing plate body is provided with a first through hole; the two patches are respectively provided with a second through hole corresponding to the first through hole; the first through hole is communicated with the second through hole so that the split plate body and the two patches are subjected to injection molding and riveting; the method is characterized in that: the opening of one side, far away from the slicing plate body, of the second through hole is larger than the opening of one side, close to the slicing plate body, of the second through hole; in the cross-sectional patterns of the first through hole and the second through hole, which are perpendicular to the depth direction of the holes, one side wall or two side walls corresponding to each other extend towards the center direction to form a bulge.",Split type ceramic split plate assembling structure,20211123,"['LYU QUNFENG', 'SHI LUMING', 'KONG JIANLEI']",Analytical & Explanatory Questions
132,What are the key components of the automatic meteorological observation instrument described?,"The key components include a solar power supply board, environmental detector, all-sky imager, temperature sensor, full-automatic sun tracker, direct radiation sensor, and horizontal total radiation sensor.","Automatic meteorological observation instrument with lightning protection and anti-static functionsThe utility model relates to a meteorological observation technical field, concretely relates to automatic meteorological observation appearance with static is prevented in lightning protection, including the body frame body, the middle part fixedly connected with solar energy power supply board of body frame body right wall, the middle part fixedly connected with environmental detector of body frame body left wall, the positive fixedly connected with all sky imager at body frame body right wall top, the right side fixedly connected with subassembly temperature sensor at solar energy power supply board top, the full-automatic sun tracker of left side fixedly connected with at body frame body top, the straight radiation sensor of middle part fixedly connected with at the full-automatic sun tracker back, the right side fixedly connected with at body frame body top has horizontal total radiation sensor. The utility model overcomes prior art&#39;s is not enough, through setting up lightning-arrest stake and prevent electrostatic coating, has solved because dangerous great condition leads to the unable data collection of meteorological observation appearance and the relatively poor great problem of messenger&#39;s the device probability of damage of lightning-arrest effect in thunderstorm weather.",Automatic meteorological observation instrument with lightning protection and anti-static functions,20211123,['Hao Mengke'],Analytical & Explanatory Questions
133,How does the automatic meteorological observation instrument ensure safety in thunderstorm weather?,"It ensures safety through lightning-arrest stakes and anti-static coatings, which protect the device from damage and enable data collection even in hazardous weather conditions.","Automatic meteorological observation instrument with lightning protection and anti-static functionsThe utility model relates to a meteorological observation technical field, concretely relates to automatic meteorological observation appearance with static is prevented in lightning protection, including the body frame body, the middle part fixedly connected with solar energy power supply board of body frame body right wall, the middle part fixedly connected with environmental detector of body frame body left wall, the positive fixedly connected with all sky imager at body frame body right wall top, the right side fixedly connected with subassembly temperature sensor at solar energy power supply board top, the full-automatic sun tracker of left side fixedly connected with at body frame body top, the straight radiation sensor of middle part fixedly connected with at the full-automatic sun tracker back, the right side fixedly connected with at body frame body top has horizontal total radiation sensor. The utility model overcomes prior art&#39;s is not enough, through setting up lightning-arrest stake and prevent electrostatic coating, has solved because dangerous great condition leads to the unable data collection of meteorological observation appearance and the relatively poor great problem of messenger&#39;s the device probability of damage of lightning-arrest effect in thunderstorm weather.",Automatic meteorological observation instrument with lightning protection and anti-static functions,20211123,['Hao Mengke'],Analytical & Explanatory Questions
