question,relevant_text,answer,title,publication_date,inventor
" What is the purpose of the energy recovery device in the system?

","[{'text': 'The invention discloses a water osmotic pressure energy storage power generation system, which comprises: the dilute brine tank is connected with the energy recovery device through the first valve and the first low-pressure pump in sequence, then connected with the semi-permeable membrane assembly through the second valve, the high-pressure pump and the third valve in sequence, then respectively connected with the fresh brine tank and the energy recovery device through the fourth valve and the fifth valve, and then connected with the concentrated brine tank through the sixth valve; the fresh water tank is connected with the semi-permeable membrane component through a seventh valve, a second low-pressure pump and an eighth valve in sequence; the concentrated brine tank is connected with the energy recovery device sequentially through the ninth valve and the first low-pressure pump, and is connected with the semi-permeable membrane component sequentially through the second valve, the high-pressure pump and the third valve, and the first low-pressure pump, the high-pressure pump and the second low-pressure pump enable concentrated brine and fresh water to simultaneously pass through the semi-permeable membrane component for osmotic power generation. The system can make full use of solar energy and wind energy, but can not input electricity abandoned for use in a national power grid due to the unstable problem of electric power to recycle, and an energy recovery device is added, so that the energy consumption of the system is greatly reduced.', 'language': 'en', 'truncated': False}, {'text': '本发明公开了一种水渗透压储能发电系统，包括：稀盐水箱，依次通过第一阀、第一低压泵连接能量回收装置，再依次通过第二阀、高压泵、第三阀连接半透膜组件，再通过第四阀和第五阀分别连接淡水箱和能量回收装置，再过第六阀连接浓盐水箱；淡水箱依次通过第七阀、第二低压泵、第八阀连接半透膜组件；浓盐水箱依次通过第九阀、第一低压泵连接能量回收装置，依次通过第二阀、高压泵、第三阀连接半透膜组件，第一低压泵、高压泵和第二低压泵分别使浓盐水、淡水同时通过半透膜组件进行渗透发电。本系统能够充分利用由太阳能、风能产生，却因电力不稳定问题无法输入国家电网使用的“弃电”进行回收利用，加入能量回收装置，使系统的能耗大幅度降低。', 'language': 'zh', 'truncated': False}]"," The energy recovery device is added to the system to enable the recovery of energy generated from concentrated brine and fresh water that passes through the semi-permeable membrane component, reducing the gy overall enerconsumption of the system.","[{'text': 'Water osmotic pressure energy storage power generation system', 'language': 'en', 'truncated': False}, {'text': '一种水渗透压储能发电系统', 'language': 'zh', 'truncated': False}]",20220722,[]
" What type of nanometer power generation device captures both wind and sound energy?

","[{'text': 'A friction nanometer generator for capturing wind energy and sound energy relates to the nanometer power generation field, comprising a wind-driven friction nanometer power generation device and a sound-driven friction nanometer power generation device, wherein the wind-driven friction nanometer power generation device comprises a windmill, three polytetrafluoroethylene friction layers attached to the windmill and two interdigital electrodes made of complementary conductive fabrics, the sound-driven friction nanometer power generation device comprises a polyvinylidene fluoride-trifluoroethylene nanometer fiber membrane, the wind-driven friction nanometer power generation device captures wind energy, the electrostatic spinning polyvinylidene fluoride-trifluoroethylene nanometer fiber membrane is used as the friction layer in the sound-driven friction nanometer power generation device to capture sound energy, and the conductive fabrics are used as the common electrodes to organically combine the wind-driven friction nanometer power generation device and the sound-driven friction nanometer power generation device, thereby being beneficial to analyzing the coupling efficiency between the wind-driven friction nanometer power generation device and the sound-driven friction nanometer power generation device It should be possible to improve the output performance thereof.', 'language': 'en', 'truncated': False}, {'text': '一种捕获风能和声能的摩擦纳米发电机，涉及纳米发电领域，包括风驱动摩擦纳米发电装置和声音驱动摩擦纳米发电装置，风驱动摩擦纳米发电装置包括风车、三片附在风车上的聚四氟乙烯摩擦层和两个互补的导电织物制成的叉指电极，声音驱动摩擦纳米发电装置包括聚偏氟乙烯‑三氟乙烯纳米纤维膜本发明通过风驱动摩擦纳米发电装置捕获风能，本发明在声音驱动摩擦纳米发电装置中以静电纺聚偏氟乙烯‑三氟乙烯纳米纤维膜作为摩擦层来捕获声音能量，并且通过导电织物作为共用电极将风驱动摩擦纳米发电装置和声音驱动摩擦纳米发装置有机的结合起来，不仅有利于分析风驱动摩擦纳米发电装置与声音驱动摩擦纳米发装置之间的耦合效应，而且可以提高其输出性能。', 'language': 'zh', 'truncated': False}]"," A friction nanometer generator that uses a wind-driven friction nanometer power generation device and a sound-driven friction nanometer power generation device, where the sound-driven device uses an electrostatic spinning polyvinylidene fluoride-trifluoroethylene nanometer fiber membrane as the friction layer.","[{'text': 'Friction nanometer generator for capturing wind energy and sound energy', 'language': 'en', 'truncated': False}, {'text': '一种捕获风能和声能的摩擦纳米发电机', 'language': 'zh', 'truncated': False}]",20220708,[]
" What is the main benefit of using a public garbage bin that automatically classifies waste, as described in the utility model?

","[{'text': 'The utility model provides an utilize public garbage bin of automatic waste classification of solar energy, it includes solar panel, supports extension board, rubbish input port, waste classification case, categorised chamber door, and solar panel sets up in the upper end of supporting the extension board, and supports one side and waste classification case interconnect of extension board, and waste classification case&#39;s upper end is equipped with rubbish input port, and waste classification case&#39;s front end is equipped with categorised chamber door. The utility model has the beneficial effects that: the automatic classification of common rubbish is realized, people are helped to carry out rubbish classification putting, a large amount of labor cost for rubbish classification is saved, the accuracy rate of rubbish classification putting is improved, the promotion of national rubbish classification policy is facilitated, solar power supply is adopted, a large amount of waste of electric power resources can not be caused due to long-time operation of an automatic classification system, the internal automatic cleaning and drying functions are configured, the situation that the garbage can is the same as other public garbage cans is avoided, the peculiar smell is rusted or generated due to long-time use, and the urban attractive effect is improved.', 'language': 'en', 'truncated': False}, {'text': '一种利用太阳能的自动垃圾分类公共垃圾桶，它包括太阳能板、支撑支板、垃圾投放口、垃圾分类箱、分类箱门，太阳能板设置在支撑支板的上端，且支撑支板的一侧与垃圾分类箱相互连接，垃圾分类箱的上端设有垃圾投放口，垃圾分类箱的前端设有分类箱门。本实用新型有益效果为：实现了常见垃圾的自动分类，不仅帮助了人们进行垃圾分类投放，也省却了垃圾分类的大量人工费用，提高了垃圾分类投放的准确率，有利于国家垃圾分类政策的推行，且采用太阳能供电，不会因为自动分类系统的长时间运行而造成电力资源的大量浪费，还配置了内部自动清洗以及烘干功能，不会像其他公共垃圾桶一样，因长时间的使用而锈蚀或者产生异味，提高了城市的美观效果。', 'language': 'zh', 'truncated': False}]"," The main benefit is that it helps to automatically classify common waste, saving a large amount of labor cost for rubbish classification, improving the accuracy rate of rubbish classification, and promoting national rubbish classification policy.","[{'text': 'Automatic garbage classification public garbage can utilizing solar energy', 'language': 'en', 'truncated': False}, {'text': '一种利用太阳能的自动垃圾分类公共垃圾桶', 'language': 'zh', 'truncated': False}]",20220408,"['WANG LIN', 'PAN CHANGLONG', 'Han Shaoheng']"
" What is the purpose of using a paper folding structure in a wind-proof barrier with a friction nano generator?

","[{'text': 'The invention relates to a wind-proof barrier for a friction nano generator by using a paper folding structure, wherein a friction nano generating set and an air speed sensor are arranged on the outer side of a wind-proof barrier main body, a paper folding structure for buffering the pressure of side wind is arranged in the friction nano generating set, a warning device is also arranged on the wind-proof barrier main body, the air speed sensor is connected with a processor, the output end of the friction nano generating set is respectively connected to the air speed sensor and the warning device through a controllable switch so as to respectively provide electric energy for the air speed sensor and the warning device, and the processor is connected with the controllable switch so as to control the on and off of the controllable switch. Compared with the prior art, the friction nanometer power generation device and the warning device with the paper folding structure are arranged on the wind-proof barrier, so that the wind-proof barrier has the advantages of buffering the side wind pressure borne by the wind-proof barrier strips and converting the wind energy borne by the wind-proof barrier into electric energy, can effectively warn vehicles on the bridge pavement of overlarge wind speed, and avoids safety accidents caused by side wind.', 'language': 'en', 'truncated': False}, {'text': '本发明涉及一种使用折纸结构摩擦纳米发电机的防风障，防风障主体的外侧安装有摩擦纳米发电装置和风速传感器，摩擦纳米发电装置内部设有用于缓冲侧风压力的折纸结构，防风障主体上还安装有警示装置，风速传感器连接有处理器，摩擦纳米发电装置的输出端分别连接至风速传感器、通过可控开关连接至警示装置，以分别提供电能给风速传感器和警示装置，处理器与可控开关相连接，以控制可控开关的导通与关断。与现有技术相比，本发明在防风障上安装设有折纸结构的摩擦纳米发电装置以及警示装置，具有缓冲风障条所受的侧风压力以及将防风障所受风能转化为电能的优点，并能有效地对桥梁路面车辆进行风速过大警示，避免发生因侧风导致的安全事故。', 'language': 'zh', 'truncated': False}]"," The paper folding structure is used to buffer the pressure of side wind on the wind-proof barrier, converting wind energy into electric energy.","[{'text': 'Use paper folding structure friction nanometer generator prevent wind barrier', 'language': 'en', 'truncated': False}, {'text': '一种使用折纸结构摩擦纳米发电机的防风障', 'language': 'zh', 'truncated': False}]",20220517,[]
" How does a water-electric linkage method and system aid in ensuring the safety of field workers in machinery operations?

","[{'text': 'The invention provides a hydropower linkage method and system, a readable storage medium and a heading machine. The water and electricity linkage method is suitable for the development machine and comprises the following steps: acquiring a first spraying parameter of a first spraying assembly and a second spraying parameter of a second spraying assembly; controlling the cutting motor to work according to the first spraying parameter and the second spraying parameter; the first spraying assembly is used for providing dust removal spraying to the external working environment of the heading machine, and the second spraying assembly is used for providing cooling spraying to the cutting motor. The water and electricity linkage method provided by the invention relates to an inner spraying assembly and an outer spraying assembly, the cutting motor is controlled to work according to the spraying parameters of the inner spraying assembly and the outer spraying assembly, two effects of motor cooling and dust fall are considered, the service life of the cutting motor is ensured, meanwhile, the problem of potential safety hazard brought to field workers due to poor dust fall effect is avoided, and the personal safety of the field workers is ensured.', 'language': 'en', 'truncated': False}, {'text': '本发明提出一种水电联动方法及系统、可读存储介质、掘进机。水电联动方法适用于掘进机，包括：获取第一喷雾组件的第一喷雾参数和第二喷雾组件的第二喷雾参数；根据第一喷雾参数和第二喷雾参数控制截割电机工作；其中，第一喷雾组件用于向掘进机的外部工作环境提供除尘喷雾，第二喷雾组件用于向截割电机提供冷却喷雾。本发明提出的水电联动方法涉及内外两个喷雾组件，根据内外喷雾组件的喷雾参数控制截割电机工作，兼顾电机冷却和降尘两个效果，在保证截割电机寿命的同时，避免因降尘效果不佳为现场工作人员带来安全隐患的问题，保证了现场工作人员的人身安全。', 'language': 'zh', 'truncated': False}]"," This water-electric linkage method and system ensures the safety of field workers by providing a dual-function spraying system that controls the cutting motor to work according to parameters set by two separate spraying assemblies. These assemblies provide both dust removal spraying to the external working environment and cooling spraying to the cutting motor, thus preventing potential safety hazards caused by poor dust fall effects. This approach prolongs the life of the cutting motor while protecting the personal safety of the field workers.","[{'text': 'Water and electricity linkage method and system, readable storage medium and heading machine', 'language': 'en', 'truncated': False}, {'text': '水电联动方法及系统、可读存储介质、掘进机', 'language': 'zh', 'truncated': False}]",20220506,[]
" What is the purpose of the control method for optimizing a solar-to-power efficiency of a solar-aided coal-fired power system under off-design working conditions?

","[{'text': 'A control method for optimizing a solar-to-power efficiency of a solar-aided coal-fired power system under off-design working conditions is provided. Through reading the relevant information of the solar collecting system, the coal-fired power generation system, the environmental conditions, and the working conditions of the solar-aided coal-fired power system, the water flow rate range able to be heated by the solar collecting unit and the solar-coal feedwater flow distribution ratio range of the solar-aided coal-fired power system are determined; through establishing the relationship between the solar-to-power efficiency and the solar-coal feedwater flow distribution ratio of the solar-aided coal-fired power system under the off-design working conditions, the solar-coal feedwater flow distribution ratio is regulated, so that a flow rate of water entering the solar collecting system to be heated is controlled, thereby maximizing the solar-to-power efficiency and improving the economy of the solar-aided coal-fired power system under the off-design working conditions. The present invention provides clear guidance to optimize the solar-aided coal-fired power system under the off-design working conditions, enable solar energy to fully play its role in the solar-aided coal-fired power system, improve the utilization rate of solar energy, facilitate the consumption of the renewable energy, and greatly increase the economy of the solar-aided coal-fired power system.', 'language': 'en', 'truncated': False}, {'text': 'A control method for optimizing a solar-to-power efficiency of a solar-aided coal-fired power system under off-design working conditions is provided. Through reading the relevant information of the solar collecting system, the coal-fired power generation system, the environmental conditions, and the working conditions of the solar-aided coal-fired power system, the water flow rate range able to be heated by the solar collecting unit and the solar-coal feedwater flow distribution ratio range of the solar-aided coal-fired power system are determined; through establishing the relationship between the solar-to-power efficiency and the solar-coal feedwater flow distribution ratio of the solar-aided coal-fired power system under the off-design working conditions, the solar-coal feedwater flow distribution ratio is regulated, so that a flow rate of water entering the solar collecting system to be heated is controlled, thereby maximizing the solar-to-power efficiency and improving the economy of the solar-aided coal-fired power system under the off-design working conditions. The present invention provides clear guidance to optimize the solar-aided coal-fired power system under the off-design working conditions, enable solar energy to fully play its role in the solar-aided coal-fired power system, improve the utilization rate of solar energy, facilitate the consumption of the renewable energy, and greatly increase the economy of the solar-aided coal-fired power system.', 'language': 'en', 'truncated': False}]"," The purpose of the control method is to regulate the solar-coal feedwater flow distribution ratio to control the flow rate of water entering the solar collecting system, thereby maximizing the solar-to-power efficiency and improving the economy of the solar-aided coal-fired power system under off-design working conditions.","[{'text': 'Control method for optimizing solar-to-power efficiency of solar-aided coal-fired power system under off-design working conditions', 'language': 'en', 'truncated': False}]",20220512,"['YAN, HUI', 'LIU, MING', 'LI, XIN', 'CHONG, Daotong', 'YAN, JUNJIE']"
" What is the main purpose of the utility model described in the reference text?

","[{'text': 'The utility model provides an island reef or ocean platform are with spotlight ability waste incineration device, including the universal solar concentration subassembly of a plurality of, the directional subassembly that gathers of a plurality of, waste drying burns burning furnace and waste gas catalytic purification subassembly, waste gas catalytic purification subassembly locates the upper portion that waste drying burns burning furnace, and with the inside intercommunication of waste drying burning furnace, the periphery that waste drying burnt burning furnace was located to universal solar concentration subassembly ring, and track the sun and gather solar energy to directional energy gathering subassembly on, directional energy gathering subassembly ring is located the periphery that waste drying burnt burning furnace, and gather the solar energy of gathering to waste drying burns burning furnace on or waste drying burns burning furnace and waste gas catalytic purification subassembly. The invention is suitable for the environment of the island or the ocean platform, has smaller volume, is convenient to arrange, effectively treats various wastes on the island and the ocean platform in a harmless and low-cost manner, solves the urgent requirements of ocean environmental protection and island environmental protection, and is beneficial to the protection of the ocean ecological environment.', 'language': 'en', 'truncated': False}, {'text': '一种岛礁或海洋平台用聚光聚能垃圾焚烧装置，包括若干个万向太阳聚光组件、若干个定向聚能组件、垃圾干化焚烧炉和废气催化净化组件，废气催化净化组件设于垃圾干化焚烧炉的上部、且与垃圾干化焚烧炉的内部连通，万向太阳聚光组件环设于垃圾干化焚烧炉的外围、且追踪太阳并将太阳能聚集至定向聚能组件上，定向聚能组件环设于垃圾干化焚烧炉的外围、且将聚集的太阳能聚集至垃圾干化焚烧炉上或垃圾干化焚烧炉和废气催化净化组件上。本发明适应岛礁或海洋平台环境，体积较小、便于安置，有效无害化且低成本的就地处置岛礁和海洋平台上的各类垃圾，解决海洋环保、岛礁环保的迫切需求，利于海洋生态环境的保护。', 'language': 'zh', 'truncated': False}]"," The main purpose of the utility model is to provide a device for treating various wastes on island or ocean platforms in a harmless and low-cost manner, effectively protecting the ocean ecological environment and solving the urgent requirements of ocean environmental protection and island environmental protection.","[{'text': 'Light-gathering and energy-gathering garbage incineration device for island reef or ocean platform', 'language': 'en', 'truncated': False}, {'text': '一种岛礁或海洋平台用聚光聚能垃圾焚烧装置', 'language': 'zh', 'truncated': False}]",20220408,"['YIN XIAOLIN', 'ZHAO HAIYANG', 'GUO ZHIXIAO']"
" What is the main function of the device?

","[{'text': 'The utility model provides an island reef or ocean platform are with spotlight ability waste incineration device, including the universal solar concentration subassembly of a plurality of, the directional subassembly that gathers of a plurality of, waste drying burns burning furnace and waste gas catalytic purification subassembly, waste gas catalytic purification subassembly locates the upper portion that waste drying burns burning furnace, and with the inside intercommunication of waste drying burning furnace, the periphery that waste drying burnt burning furnace was located to universal solar concentration subassembly ring, and track the sun and gather solar energy to directional energy gathering subassembly on, directional energy gathering subassembly ring is located the periphery that waste drying burnt burning furnace, and gather the solar energy of gathering to waste drying burns burning furnace on or waste drying burns burning furnace and waste gas catalytic purification subassembly. The invention is suitable for the environment of the island or the ocean platform, has smaller volume, is convenient to arrange, effectively treats various wastes on the island and the ocean platform in a harmless and low-cost manner, solves the urgent requirements of ocean environmental protection and island environmental protection, and is beneficial to the protection of the ocean ecological environment.', 'language': 'en', 'truncated': False}, {'text': '一种岛礁或海洋平台用聚光聚能垃圾焚烧装置，包括若干个万向太阳聚光组件、若干个定向聚能组件、垃圾干化焚烧炉和废气催化净化组件，废气催化净化组件设于垃圾干化焚烧炉的上部、且与垃圾干化焚烧炉的内部连通，万向太阳聚光组件环设于垃圾干化焚烧炉的外围、且追踪太阳并将太阳能聚集至定向聚能组件上，定向聚能组件环设于垃圾干化焚烧炉的外围、且将聚集的太阳能聚集至垃圾干化焚烧炉上或垃圾干化焚烧炉和废气催化净化组件上。本发明适应岛礁或海洋平台环境，体积较小、便于安置，有效无害化且低成本的就地处置岛礁和海洋平台上的各类垃圾，解决海洋环保、岛礁环保的迫切需求，利于海洋生态环境的保护。', 'language': 'zh', 'truncated': False}]"," The device is a waste incineration system that burns and purifies waste in an island or ocean platform, utilizing solar energy to reduce waste disposal costs and environmental harm.","[{'text': 'Light-gathering and energy-gathering garbage incineration device for island reef or ocean platform', 'language': 'en', 'truncated': False}, {'text': '一种岛礁或海洋平台用聚光聚能垃圾焚烧装置', 'language': 'zh', 'truncated': False}]",20220128,"['YIN XIAOLIN', 'ZHAO HAIYANG', 'GUO ZHIXIAO']"
" What are the two main components of the intelligent management system for real estate leasing?

","[{'text': 'The invention discloses an intelligent management system for real estate leasing, and particularly relates to the technical field of real estate leasing, which comprises an intelligent management system for real estate leasing, wherein the intelligent management system for real estate leasing comprises a real estate marketing planning system and an operation service management system, the real estate marketing planning system comprises a video advertisement unit, a billboard unit and a propaganda bill unit, the real estate marketing planning system comprises a house leasing service management module, a shop advertiser service management module and a building operation and maintenance management module, the house leasing service management module comprises a house information unit, a house watching application unit, a personnel butt-joint unit and a leasing unit, the shop advertiser service management module comprises an agent information registration unit, an agent information auditing unit, an agent personnel butt-joint unit and a advertiser signing unit, and the building operation and maintenance management module comprises a hydropower management unit, a rent payment unit and a lease payment unit, A building housekeeper unit. The invention is convenient for house leasing and shop recruitment, and improves the house and shop management efficiency.', 'language': 'en', 'truncated': False}, {'text': '本发明公开了一种房地产租赁智能管理系统，具体涉及房地产租赁技术领域，包括房地产租赁智能管理系统，房地产租赁智能管理系统包括房产营销策划系统和运营服务管理系统，房产营销策划系统包括视频广告单元、宣传牌单元、宣传单单元，房产营销策划系统包括房屋租赁服务管理模块、商铺招商服务管理模块和楼宇运维管理模块，房屋租赁服务管理模块包括房屋信息单元、看房申请单元、人员对接单元、租赁签约单元，商铺招商服务管理模块包括代理商信息登记单元、代理商信息审核单元、代理商人员对接单元、招商签约单元，楼宇运维管理模块包括水电管理单元、租金缴纳单元、楼宇管家单元。本发明便于对房屋租赁和商铺招商，提高房屋和商铺管理效率。', 'language': 'zh', 'truncated': False}]", The two main components are a real estate marketing planning system and an operation service management system.,"[{'text': 'Real estate lease intelligent management system', 'language': 'en', 'truncated': False}, {'text': '一种房地产租赁智能管理系统', 'language': 'zh', 'truncated': False}]",20220621,[]
" What is the purpose of the curved inner wall surface of the cyclone manifold?

","[{'text': 'The invention relates to the technical field of hydrogen energy, in particular to a cyclone manifold, a fuel cell and a vehicle, wherein the cyclone manifold comprises a confluence part, a throat part and a cyclone cavity; the cross-sectional area of the passage between the confluence part and the throat part is gradually reduced; the inner wall surface of the channel corresponding to the throat part is tangentially connected with the inner wall surface of the channel corresponding to the swirling flow cavity; the inner wall surface of the channel corresponding to the vortex cavity is arc-shaped; the cross section area from the confluence part to the throat part is reduced, and the flow speed is increased; meanwhile, the throat part is tangentially connected with the surface of the inner wall of the channel corresponding to the rotational flow cavity, so that tangential airflow can be formed to flow into the rotational flow cavity; the surface of the inner wall of the channel corresponding to the swirling cavity is arc-shaped, so that the surface of the inner wall of the channel corresponding to the entering swirling cavity is arc-shaped and develops swirling flow along the inner wall; the swirling flow prevents liquid drops from collecting on the bottom surface of the channel; the collected liquid film is purged, and the anode drainage capacity is enhanced.', 'language': 'en', 'truncated': False}, {'text': '本发明涉及氢能源技术领域，具体涉及一种旋流集流腔、燃料电池以及车辆，所述旋流集流腔包括汇流部、喉口部和旋流腔，所述接头部通过喉口部与旋流腔连通形成通道；汇流部至喉口部之间的通道截面面积逐渐减小；喉口部对应的通道内壁表面与旋流腔对应的通道内壁表面相切连接；旋流腔对应的通道内壁表面为弧形；本发明通过汇流部至喉口部之间的截面面积减小，流速增加；同时喉口部与旋流腔对应的通道内壁表面相切连接，能够形成切向气流流入旋流腔；由于旋流腔对应的通道内壁表面为弧形，使得进入的旋流腔对应的通道内壁表面为弧形沿内壁发展成旋流；该旋流避免液滴在通道底面汇集；对已汇集的液膜形成吹扫效果，增强阳极排水能力。', 'language': 'zh', 'truncated': False}]", The curved inner wall surface of the cyclone manifold allows the liquid film to be purged and enhances the anode drainage capacity by preventing liquid drops from collecting on the bottom surface of the channel and creating a swirling flow that develops along the inner wall.,"[{'text': 'Swirl manifold, fuel cell and vehicle', 'language': 'en', 'truncated': False}, {'text': '一种旋流集流腔、燃料电池以及车辆', 'language': 'zh', 'truncated': False}]",20220621,[]
" What is the purpose of the pulley and spring system in the utility model?

","[{'text': 'The utility model provides an outward-opening handle with damping for an outward-opening type vehicle door and a hydrogen energy vehicle, wherein a frame protrudes downwards to form a fixing part; the bottom of the outer handle extends downwards to form a protruding part, the protruding part is bent to form a bent part, the protruding part is connected with the frame through a rotating shaft, a reset torsion spring is sleeved on the rotating shaft, one end of the reset torsion spring is fixedly connected with the frame, and the other end of the reset torsion spring is fixedly connected with the outer handle; the inhaul cable is fixed on the fixing part; the connecting line of the ball head is positioned in the inhaul cable, and the ball head is fixed on the protruding part; when the outer handle is positioned at the opening position, one end of the outer handle is positioned above the frame, the reset torsion spring is positioned in a compressed state, and the protruding part rotates to drive the ball head to be far away from the inhaul cable; when the outer handle is located the reset position, outer handle top surface and frame top surface parallel and level set up, and the kink top surface offsets with the fixed part bottom surface. The technical scheme provided by the utility model has the beneficial effects that: the wind resistance of the whole vehicle can be reduced, and the NVH performance of the whole vehicle is improved, so that the wind resistance-based vehicle has the characteristics of excellent structure, excellent performance, excellent wind resistance, flexible development, short development period and the like.', 'language': 'en', 'truncated': False}, {'text': '本实用新型提供一种带阻尼的外掀式车门外开启手柄及氢能汽车，边框向下凸伸形成固定部；外拉手底部向下凸伸形成凸伸部，凸伸部弯折形成弯折部，凸伸部与边框通过转轴连接，转轴上套设有复位扭簧，复位扭簧一端与边框固定连接，另一端与外拉手固定连接；拉索固定于固定部上；球头的连接线位于拉索内，球头固定于凸伸部上；外拉手位于开启位置时，外拉手一端位于边框上方，复位扭簧位于压缩状态，凸伸部转动带动球头远离拉索；外拉手位于复位位置时，外拉手顶面与边框顶面平齐设置，弯折部顶面与固定部底面相抵。本实用新型提出的技术方案的有益效果是：可减少整车风阻，提高整车的NVH性能具有结构优、性能优、风阻优、开发灵活、开发周期短等特点。', 'language': 'zh', 'truncated': False}]"," The pulley and spring system in the utility model is used to control the position of the ball head, which is connected to the inhaul cable. When the outer handle is at the opening position, the compressed spring drives the ball head away from the inhaul cable. When the outer handle is at the reset position, the spring relaxes, allowing the ball head to return to its original position, ensuring smooth operation and efficient wind resistance reduction.","[{'text': 'Take damped outer formula door of lifting outward to open handle and hydrogen energy car', 'language': 'en', 'truncated': False}, {'text': '一种带阻尼的外掀式车门外开启手柄及氢能汽车', 'language': 'zh', 'truncated': False}]",20220125,"['LIU HAO', 'HAO YIGUO', 'LIU FEI']"
" What is the main purpose of the electronic structure disclosed in the utility model for solar photovoltaic glass top-hung windows?

","[{'text': 'The utility model discloses an electronic structure of opening of solar photovoltaic glass top-hung window, including window frame and a plurality of window form, the window form sets up in the window frame, the window form upper end is articulated with the window frame, the window form includes window frame and photovoltaic glass, in photovoltaic glass embedding and the window frame, the window form lower extreme is equipped with opening device, opening device includes the motor, dwang and a plurality of push rod, the motor is fixed in window frame one side, dwang one end and motor fixed connection, the dwang other end rotates with the window frame to be connected, push rod quantity is the same with window form quantity, the push rod corresponds the setting with the window form, push rod one end is articulated with the window form lower extreme, push rod and dwang mutually perpendicular set up, push rod and dwang meshing transmission. The utility model provides an electronic structure of opening of last outstanding window of solar photovoltaic glass, the angle of windowing is adjusted to the adjustment, increases solar photovoltaic glass&#39;s photic time on the window, improves the utilization ratio of solar energy to realize one set of electrical equipment and open a plurality of window forms, the opening angle of all window forms of simultaneous control.', 'language': 'en', 'truncated': False}, {'text': '本实用新型公开了一种太阳能光伏玻璃上悬窗电动开启结构，包括窗架和若干个窗体，窗体设置于窗架内，窗体上端与窗架铰接，窗体包括窗框和光伏玻璃，光伏玻璃嵌入与窗框内，窗体下端设有开启装置，开启装置包括电机、转动杆及若干个推杆，电机固定于窗架一侧，转动杆一端与电机固定连接，转动杆另一端与窗架转动连接，推杆数量与窗体数量相同，推杆与窗体对应设置，推杆一端与窗体下端铰接，推杆与转动杆相互垂直设置，推杆与转动杆啮合传动。本实用新型提供了一种太阳能光伏玻璃上悬窗电动开启结构，调整开窗的角度，增加窗户上太阳能光伏玻璃的受光时间，提高太阳能的利用率，并且实现一套电动设备开启多个窗体，同时控制所有窗体的开启角度。', 'language': 'zh', 'truncated': False}]"," The main purpose of the electronic structure is to increase the photic time (i.e., the time the photovoltaic glass receives sunlight) and improve the utilization ratio of solar energy by adjusting the opening angle of the windows, thereby realizing a single set of electrical equipment to open multiple windows and control their opening angles simultaneously.","[{'text': 'Electric opening structure of solar photovoltaic glass top-hung window', 'language': 'en', 'truncated': False}, {'text': '一种太阳能光伏玻璃上悬窗电动开启结构', 'language': 'zh', 'truncated': False}]",20211224,['LIN ZHENHUA']
" What is the main purpose of the high-low altitude wind energy cooperative capturing and generating device?

","[{'text': 'The utility model discloses a high-low altitude wind energy cooperative capturing and generating device which comprises a low altitude wind energy capturing and generating system, a high altitude wind energy capturing and generating system, a common support bearing system and a grid-connected system, wherein the low altitude wind energy capturing and generating system comprises a wind energy collecting and generating system, a common support bearing system and a grid-connected system; the low-altitude wind energy capturing and generating system is arranged on the common support bearing system; the high-altitude wind energy capturing and generating system is arranged at the top of the low-altitude wind energy capturing and generating system; the grid-connected system is arranged in the common support bearing system and is respectively connected with the low-altitude wind energy capturing and generating system and the high-altitude wind energy capturing and generating system through cables; the high-altitude wind energy capturing and generating system comprises an aircraft and a cabin base system; the cabin-based system includes a steering device and a traction device. The high-low altitude wind energy cooperative capture power generation device can realize low altitude and high altitude wind energy cooperative capture and improve the power generation amount of the wind power plant.', 'language': 'en', 'truncated': False}, {'text': '本实用新型公开了一种高低空风能协同捕获发电装置，包括低空风能捕获发电系统、高空风能捕获发电系统、共支撑承载系统以及并网系统；低空风能捕获发电系统设置于共支撑承载系统上；高空风能捕获发电系统设置于低空风能捕获发电系统顶部；并网系统设置于共支撑承载系统内部，并通过电缆分别与低空风能捕获发电系统、高空风能捕获发电系统连接；所述高空风能捕获发电系统包括飞行器以及舱基系统；所述舱基系统包括转向装置以及牵引装置。本实用新型的高低空风能协同捕获发电装置，能实现低空和高空风能协同捕获，提高风电场发电量。', 'language': 'zh', 'truncated': False}]"," The main purpose of the high-low altitude wind energy cooperative capturing and generating device is to capture and generate wind energy from both low and high altitudes, thereby improving the power generation amount of the wind power plant.","[{'text': 'High-low altitude wind energy cooperative capture power generation device', 'language': 'en', 'truncated': False}, {'text': '一种高低空风能协同捕获发电装置', 'language': 'zh', 'truncated': False}]",20220705,[]
