question,answer,relevant_text,title,publication_date,inventor
What type of system connects the photovoltaic cell panel to the cold storage equipment?,"The current controller, electricity storage equipment set, full-automatic inverter, and cold storage compressor set.","Distributed photovoltaic energy storage refrigeration house systemThe utility model discloses a distributed photovoltaic energy storage refrigeration house system, and relates to the technical field of refrigeration houses. The system comprises a photovoltaic refrigeration system, wherein the photovoltaic refrigeration system comprises a photovoltaic cell panel, a current controller, an electricity storage equipment set, a full-automatic inverter and a cold storage compressor set which are sequentially connected; the cold accumulation system comprises cold accumulation equipment, a condenser and a cold accumulation evaporator, wherein the cold accumulation evaporator is positioned in the cold accumulation equipment, two ends of the cold accumulation evaporator are respectively connected with the cold accumulation compressor unit and the condenser, and the condenser is connected with the cold accumulation compressor unit; the refrigeration house refrigeration system comprises a refrigeration house body, a refrigeration house compressor, a refrigeration house evaporator and a refrigeration house condenser, wherein the refrigeration house body is in contact with the cold accumulation equipment, the refrigeration house evaporator and the refrigeration house compressor are located in the refrigeration house body, and the refrigeration house condenser is located in the cold accumulation equipment. The solar energy is converted into the electric energy, the electric energy is converted into the cold source to store ice, and the cold storage equipment supplies cold to the cold storage, so that the cost of the cold storage is reduced, and the energy is saved.",Distributed photovoltaic energy storage refrigeration house system,20220405,"['ZHANG YU', 'WANG GUANGLIN']"
Where is the refrigeration house evaporator located within the system?,Within the refrigeration house body and also within the cold accumulation equipment.,"Distributed photovoltaic energy storage refrigeration house systemThe utility model discloses a distributed photovoltaic energy storage refrigeration house system, and relates to the technical field of refrigeration houses. The system comprises a photovoltaic refrigeration system, wherein the photovoltaic refrigeration system comprises a photovoltaic cell panel, a current controller, an electricity storage equipment set, a full-automatic inverter and a cold storage compressor set which are sequentially connected; the cold accumulation system comprises cold accumulation equipment, a condenser and a cold accumulation evaporator, wherein the cold accumulation evaporator is positioned in the cold accumulation equipment, two ends of the cold accumulation evaporator are respectively connected with the cold accumulation compressor unit and the condenser, and the condenser is connected with the cold accumulation compressor unit; the refrigeration house refrigeration system comprises a refrigeration house body, a refrigeration house compressor, a refrigeration house evaporator and a refrigeration house condenser, wherein the refrigeration house body is in contact with the cold accumulation equipment, the refrigeration house evaporator and the refrigeration house compressor are located in the refrigeration house body, and the refrigeration house condenser is located in the cold accumulation equipment. The solar energy is converted into the electric energy, the electric energy is converted into the cold source to store ice, and the cold storage equipment supplies cold to the cold storage, so that the cost of the cold storage is reduced, and the energy is saved.",Distributed photovoltaic energy storage refrigeration house system,20220405,"['ZHANG YU', 'WANG GUANGLIN']"
What is the main purpose of the inlet tube in the utility model?,It is used to transport water into the manifold structure.,"Water path manifold structure of hydrogen energy automobile electric pileThe utility model discloses a hydrogen energy source car pile water route manifold structure, including the mounting panel, be provided with evenly distributed&#39;s through hole on the mounting panel, every all be provided with corresponding positioning bolt in the through hole, the mounting panel upside is provided with horizontal inlet tube, inlet tube one end is provided with the cover of intaking, and the fixed intercommunication of the one end that the cover of intaking was kept away from to the inlet tube has vertical pipe, be provided with multiunit evenly distributed&#39;s mating holes on the mounting panel, and vertical pipe downside wall fixed intercommunication has the outlet pipe that matches with the mating holes, every the outlet pipe is kept away from the one end of vertical pipe and all runs through the housing outlet that mating holes fixedly connected with corresponds downwards, the housing and the housing outlet outside of intaking all are provided with the clamping ring that corresponds. The utility model effectively solves the problems; the volume leads to the fixed not firm emergence of manifold structure to slide scheduling problem because the production of error in the production course of working, simple structure, and is easy and simple to handle, conveniently dismantles and changes the manifold structure.",Water path manifold structure of hydrogen energy automobile electric pile,20211126,['ZHANG BIYONG']
What is solved by the utility model regarding the manifold structure?,The problem of the movement of the manifold structure not being firm due to production errors is solved.,"Water path manifold structure of hydrogen energy automobile electric pileThe utility model discloses a hydrogen energy source car pile water route manifold structure, including the mounting panel, be provided with evenly distributed&#39;s through hole on the mounting panel, every all be provided with corresponding positioning bolt in the through hole, the mounting panel upside is provided with horizontal inlet tube, inlet tube one end is provided with the cover of intaking, and the fixed intercommunication of the one end that the cover of intaking was kept away from to the inlet tube has vertical pipe, be provided with multiunit evenly distributed&#39;s mating holes on the mounting panel, and vertical pipe downside wall fixed intercommunication has the outlet pipe that matches with the mating holes, every the outlet pipe is kept away from the one end of vertical pipe and all runs through the housing outlet that mating holes fixedly connected with corresponds downwards, the housing and the housing outlet outside of intaking all are provided with the clamping ring that corresponds. The utility model effectively solves the problems; the volume leads to the fixed not firm emergence of manifold structure to slide scheduling problem because the production of error in the production course of working, simple structure, and is easy and simple to handle, conveniently dismantles and changes the manifold structure.",Water path manifold structure of hydrogen energy automobile electric pile,20211126,['ZHANG BIYONG']
Why is the utility model considered easy to handle and maintain?,Its simple structure and design make it easy to dismantle and change the manifold structure.,"Water path manifold structure of hydrogen energy automobile electric pileThe utility model discloses a hydrogen energy source car pile water route manifold structure, including the mounting panel, be provided with evenly distributed&#39;s through hole on the mounting panel, every all be provided with corresponding positioning bolt in the through hole, the mounting panel upside is provided with horizontal inlet tube, inlet tube one end is provided with the cover of intaking, and the fixed intercommunication of the one end that the cover of intaking was kept away from to the inlet tube has vertical pipe, be provided with multiunit evenly distributed&#39;s mating holes on the mounting panel, and vertical pipe downside wall fixed intercommunication has the outlet pipe that matches with the mating holes, every the outlet pipe is kept away from the one end of vertical pipe and all runs through the housing outlet that mating holes fixedly connected with corresponds downwards, the housing and the housing outlet outside of intaking all are provided with the clamping ring that corresponds. The utility model effectively solves the problems; the volume leads to the fixed not firm emergence of manifold structure to slide scheduling problem because the production of error in the production course of working, simple structure, and is easy and simple to handle, conveniently dismantles and changes the manifold structure.",Water path manifold structure of hydrogen energy automobile electric pile,20211126,['ZHANG BIYONG']
What is the primary issue that the utility model is designed to solve?,The primary issue that the utility model is designed to solve is the problem of a manifold structure that is not firm or stable during production.,"Water path manifold structure of hydrogen energy automobile electric pileThe utility model discloses a hydrogen energy source car pile water route manifold structure, including the mounting panel, be provided with evenly distributed&#39;s through hole on the mounting panel, every all be provided with corresponding positioning bolt in the through hole, the mounting panel upside is provided with horizontal inlet tube, inlet tube one end is provided with the cover of intaking, and the fixed intercommunication of the one end that the cover of intaking was kept away from to the inlet tube has vertical pipe, be provided with multiunit evenly distributed&#39;s mating holes on the mounting panel, and vertical pipe downside wall fixed intercommunication has the outlet pipe that matches with the mating holes, every the outlet pipe is kept away from the one end of vertical pipe and all runs through the housing outlet that mating holes fixedly connected with corresponds downwards, the housing and the housing outlet outside of intaking all are provided with the clamping ring that corresponds. The utility model effectively solves the problems; the volume leads to the fixed not firm emergence of manifold structure to slide scheduling problem because the production of error in the production course of working, simple structure, and is easy and simple to handle, conveniently dismantles and changes the manifold structure.",Water path manifold structure of hydrogen energy automobile electric pile,20211126,['ZHANG BIYONG']
What is a key benefit of the proposed manifold structure?,"A key benefit of the proposed manifold structure is that it is simple and easy to handle, and can be conveniently dismantled and changed.","Water path manifold structure of hydrogen energy automobile electric pileThe utility model discloses a hydrogen energy source car pile water route manifold structure, including the mounting panel, be provided with evenly distributed&#39;s through hole on the mounting panel, every all be provided with corresponding positioning bolt in the through hole, the mounting panel upside is provided with horizontal inlet tube, inlet tube one end is provided with the cover of intaking, and the fixed intercommunication of the one end that the cover of intaking was kept away from to the inlet tube has vertical pipe, be provided with multiunit evenly distributed&#39;s mating holes on the mounting panel, and vertical pipe downside wall fixed intercommunication has the outlet pipe that matches with the mating holes, every the outlet pipe is kept away from the one end of vertical pipe and all runs through the housing outlet that mating holes fixedly connected with corresponds downwards, the housing and the housing outlet outside of intaking all are provided with the clamping ring that corresponds. The utility model effectively solves the problems; the volume leads to the fixed not firm emergence of manifold structure to slide scheduling problem because the production of error in the production course of working, simple structure, and is easy and simple to handle, conveniently dismantles and changes the manifold structure.",Water path manifold structure of hydrogen energy automobile electric pile,20211126,['ZHANG BIYONG']
What is the purpose of the clamping ring?,The purpose of the clamping ring is to keep the housing and outlet pipe securely in place.,"Water path manifold structure of hydrogen energy automobile electric pileThe utility model discloses a hydrogen energy source car pile water route manifold structure, including the mounting panel, be provided with evenly distributed&#39;s through hole on the mounting panel, every all be provided with corresponding positioning bolt in the through hole, the mounting panel upside is provided with horizontal inlet tube, inlet tube one end is provided with the cover of intaking, and the fixed intercommunication of the one end that the cover of intaking was kept away from to the inlet tube has vertical pipe, be provided with multiunit evenly distributed&#39;s mating holes on the mounting panel, and vertical pipe downside wall fixed intercommunication has the outlet pipe that matches with the mating holes, every the outlet pipe is kept away from the one end of vertical pipe and all runs through the housing outlet that mating holes fixedly connected with corresponds downwards, the housing and the housing outlet outside of intaking all are provided with the clamping ring that corresponds. The utility model effectively solves the problems; the volume leads to the fixed not firm emergence of manifold structure to slide scheduling problem because the production of error in the production course of working, simple structure, and is easy and simple to handle, conveniently dismantles and changes the manifold structure.",Water path manifold structure of hydrogen energy automobile electric pile,20211126,['ZHANG BIYONG']
What is the purpose of the through holes on the mounting panel?,The through holes on the mounting panel provide a space for corresponding positioning bolts to be installed and evenly distributed.,"Water path manifold structure of hydrogen energy automobile electric pileThe utility model discloses a hydrogen energy source car pile water route manifold structure, including the mounting panel, be provided with evenly distributed&#39;s through hole on the mounting panel, every all be provided with corresponding positioning bolt in the through hole, the mounting panel upside is provided with horizontal inlet tube, inlet tube one end is provided with the cover of intaking, and the fixed intercommunication of the one end that the cover of intaking was kept away from to the inlet tube has vertical pipe, be provided with multiunit evenly distributed&#39;s mating holes on the mounting panel, and vertical pipe downside wall fixed intercommunication has the outlet pipe that matches with the mating holes, every the outlet pipe is kept away from the one end of vertical pipe and all runs through the housing outlet that mating holes fixedly connected with corresponds downwards, the housing and the housing outlet outside of intaking all are provided with the clamping ring that corresponds. The utility model effectively solves the problems; the volume leads to the fixed not firm emergence of manifold structure to slide scheduling problem because the production of error in the production course of working, simple structure, and is easy and simple to handle, conveniently dismantles and changes the manifold structure.",Water path manifold structure of hydrogen energy automobile electric pile,20211126,['ZHANG BIYONG']
How does the outlet pipe in the vertical pipe connect with the mating holes?,"The outlet pipes in the vertical pipes are fixedly connected with the mating holes, sliding into the corresponding outlets provided on the mounting panel to ensure a secure connection.","Water path manifold structure of hydrogen energy automobile electric pileThe utility model discloses a hydrogen energy source car pile water route manifold structure, including the mounting panel, be provided with evenly distributed&#39;s through hole on the mounting panel, every all be provided with corresponding positioning bolt in the through hole, the mounting panel upside is provided with horizontal inlet tube, inlet tube one end is provided with the cover of intaking, and the fixed intercommunication of the one end that the cover of intaking was kept away from to the inlet tube has vertical pipe, be provided with multiunit evenly distributed&#39;s mating holes on the mounting panel, and vertical pipe downside wall fixed intercommunication has the outlet pipe that matches with the mating holes, every the outlet pipe is kept away from the one end of vertical pipe and all runs through the housing outlet that mating holes fixedly connected with corresponds downwards, the housing and the housing outlet outside of intaking all are provided with the clamping ring that corresponds. The utility model effectively solves the problems; the volume leads to the fixed not firm emergence of manifold structure to slide scheduling problem because the production of error in the production course of working, simple structure, and is easy and simple to handle, conveniently dismantles and changes the manifold structure.",Water path manifold structure of hydrogen energy automobile electric pile,20211126,['ZHANG BIYONG']
What is a benefit of the manifold structure mentioned in the utility model?,"The manifold structure is simple, easy to handle, can be dismantled and modified easily, and effectively solves the problem of the structure being not firmly fixed during production and use.","Water path manifold structure of hydrogen energy automobile electric pileThe utility model discloses a hydrogen energy source car pile water route manifold structure, including the mounting panel, be provided with evenly distributed&#39;s through hole on the mounting panel, every all be provided with corresponding positioning bolt in the through hole, the mounting panel upside is provided with horizontal inlet tube, inlet tube one end is provided with the cover of intaking, and the fixed intercommunication of the one end that the cover of intaking was kept away from to the inlet tube has vertical pipe, be provided with multiunit evenly distributed&#39;s mating holes on the mounting panel, and vertical pipe downside wall fixed intercommunication has the outlet pipe that matches with the mating holes, every the outlet pipe is kept away from the one end of vertical pipe and all runs through the housing outlet that mating holes fixedly connected with corresponds downwards, the housing and the housing outlet outside of intaking all are provided with the clamping ring that corresponds. The utility model effectively solves the problems; the volume leads to the fixed not firm emergence of manifold structure to slide scheduling problem because the production of error in the production course of working, simple structure, and is easy and simple to handle, conveniently dismantles and changes the manifold structure.",Water path manifold structure of hydrogen energy automobile electric pile,20211126,['ZHANG BIYONG']
What is the primary goal of the manufacturing method described?,To manufacture ethylene-propylene insulation low-smoke halogen-free torsion-resistant medium-voltage wind energy cable.,"Ethylene-propylene insulation low-smoke halogen-free medium-voltage torsion-resistant medium-voltage wind energy cable and manufacturing method thereofA method for manufacturing ethylene-propylene insulation low-smoke halogen-free torsion-resistant medium-voltage wind energy cable comprises the steps of firstly manufacturing a conductor for later use; the following steps are sequentially as follows: 1) manufacturing a main wire core; 2) manufacturing a ground wire core; 3) stranding a plurality of main wire cores, a ground wire core, a plurality of ethylene propylene fillings and a semi-conductive filling into a cable core; 4) and manufacturing a cable core protection structure. This cable structure does: a plurality of main wire cores, a ground wire core, a plurality of ethylene propylene fillings and a semi-conductive filling are stranded into a cable core; the cable core is wrapped with a protection structure; the main wire core is formed by sequentially wrapping a first isolating layer, a conductor semi-conductive shielding layer, an insulating layer and an insulating semi-conductive shielding layer outside a main wire core conductor; the ground wire core is formed by wrapping a ground wire core insulating layer outside a ground wire core conductor; in the cable core, semi-conductive filling is arranged at the position of an axis, the main wire core and the ground wire core are symmetrical around the axis, and ethylene propylene filling is arranged between the adjacent main wire cores and the ground wire core; the cable core is wrapped with a second isolation layer; the protective structure is composed of an inner sheath and an outer sheath.",Ethylene-propylene insulation low-smoke halogen-free medium-voltage torsion-resistant medium-voltage wind energy cable and manufacturing method thereof,20220107,"['ZHU BIN', 'LI BIN', 'LIANG FUCAI', 'LING GUOZHEN', 'YUAN JIE']"
What is the main difference in the structure of the cable core between the main wire core and the ground wire core?,"The main wire core is symmetrical around the axis with semi-conductive filling, while the ground wire core is symmetrical around the axis with an insulating layer.","Ethylene-propylene insulation low-smoke halogen-free medium-voltage torsion-resistant medium-voltage wind energy cable and manufacturing method thereofA method for manufacturing ethylene-propylene insulation low-smoke halogen-free torsion-resistant medium-voltage wind energy cable comprises the steps of firstly manufacturing a conductor for later use; the following steps are sequentially as follows: 1) manufacturing a main wire core; 2) manufacturing a ground wire core; 3) stranding a plurality of main wire cores, a ground wire core, a plurality of ethylene propylene fillings and a semi-conductive filling into a cable core; 4) and manufacturing a cable core protection structure. This cable structure does: a plurality of main wire cores, a ground wire core, a plurality of ethylene propylene fillings and a semi-conductive filling are stranded into a cable core; the cable core is wrapped with a protection structure; the main wire core is formed by sequentially wrapping a first isolating layer, a conductor semi-conductive shielding layer, an insulating layer and an insulating semi-conductive shielding layer outside a main wire core conductor; the ground wire core is formed by wrapping a ground wire core insulating layer outside a ground wire core conductor; in the cable core, semi-conductive filling is arranged at the position of an axis, the main wire core and the ground wire core are symmetrical around the axis, and ethylene propylene filling is arranged between the adjacent main wire cores and the ground wire core; the cable core is wrapped with a second isolation layer; the protective structure is composed of an inner sheath and an outer sheath.",Ethylene-propylene insulation low-smoke halogen-free medium-voltage torsion-resistant medium-voltage wind energy cable and manufacturing method thereof,20220107,"['ZHU BIN', 'LI BIN', 'LIANG FUCAI', 'LING GUOZHEN', 'YUAN JIE']"
What are the two layers that wrap around the cable core?,"The cable core is wrapped with an inner sheath and an outer sheath, which is also referred to as the protective structure.","Ethylene-propylene insulation low-smoke halogen-free medium-voltage torsion-resistant medium-voltage wind energy cable and manufacturing method thereofA method for manufacturing ethylene-propylene insulation low-smoke halogen-free torsion-resistant medium-voltage wind energy cable comprises the steps of firstly manufacturing a conductor for later use; the following steps are sequentially as follows: 1) manufacturing a main wire core; 2) manufacturing a ground wire core; 3) stranding a plurality of main wire cores, a ground wire core, a plurality of ethylene propylene fillings and a semi-conductive filling into a cable core; 4) and manufacturing a cable core protection structure. This cable structure does: a plurality of main wire cores, a ground wire core, a plurality of ethylene propylene fillings and a semi-conductive filling are stranded into a cable core; the cable core is wrapped with a protection structure; the main wire core is formed by sequentially wrapping a first isolating layer, a conductor semi-conductive shielding layer, an insulating layer and an insulating semi-conductive shielding layer outside a main wire core conductor; the ground wire core is formed by wrapping a ground wire core insulating layer outside a ground wire core conductor; in the cable core, semi-conductive filling is arranged at the position of an axis, the main wire core and the ground wire core are symmetrical around the axis, and ethylene propylene filling is arranged between the adjacent main wire cores and the ground wire core; the cable core is wrapped with a second isolation layer; the protective structure is composed of an inner sheath and an outer sheath.",Ethylene-propylene insulation low-smoke halogen-free medium-voltage torsion-resistant medium-voltage wind energy cable and manufacturing method thereof,20220107,"['ZHU BIN', 'LI BIN', 'LIANG FUCAI', 'LING GUOZHEN', 'YUAN JIE']"
What are the key components in the manufacturing process of ethylene-propylene insulation low-smoke halogen-free torsion-resistant medium-voltage wind energy cable?,"The components include a conductor, a main wire core, a ground wire core, ethylene propylene fillings, a semi-conductive filling, and a protection structure.","Ethylene-propylene insulation low-smoke halogen-free medium-voltage torsion-resistant medium-voltage wind energy cable and manufacturing method thereofA method for manufacturing ethylene-propylene insulation low-smoke halogen-free torsion-resistant medium-voltage wind energy cable comprises the steps of firstly manufacturing a conductor for later use; the following steps are sequentially as follows: 1) manufacturing a main wire core; 2) manufacturing a ground wire core; 3) stranding a plurality of main wire cores, a ground wire core, a plurality of ethylene propylene fillings and a semi-conductive filling into a cable core; 4) and manufacturing a cable core protection structure. This cable structure does: a plurality of main wire cores, a ground wire core, a plurality of ethylene propylene fillings and a semi-conductive filling are stranded into a cable core; the cable core is wrapped with a protection structure; the main wire core is formed by sequentially wrapping a first isolating layer, a conductor semi-conductive shielding layer, an insulating layer and an insulating semi-conductive shielding layer outside a main wire core conductor; the ground wire core is formed by wrapping a ground wire core insulating layer outside a ground wire core conductor; in the cable core, semi-conductive filling is arranged at the position of an axis, the main wire core and the ground wire core are symmetrical around the axis, and ethylene propylene filling is arranged between the adjacent main wire cores and the ground wire core; the cable core is wrapped with a second isolation layer; the protective structure is composed of an inner sheath and an outer sheath.",Ethylene-propylene insulation low-smoke halogen-free medium-voltage torsion-resistant medium-voltage wind energy cable and manufacturing method thereof,20220107,"['ZHU BIN', 'LI BIN', 'LIANG FUCAI', 'LING GUOZHEN', 'YUAN JIE']"
How are the main wire core and ground wire core formed?,"The main wire core is formed by sequentially wrapping a first isolating layer, a conductor semi-conductive shielding layer, an insulating layer, and an insulating semi-conductive shielding layer around the conductor. The ground wire core is formed by wrapping a ground wire core insulating layer around the conductor.","Ethylene-propylene insulation low-smoke halogen-free medium-voltage torsion-resistant medium-voltage wind energy cable and manufacturing method thereofA method for manufacturing ethylene-propylene insulation low-smoke halogen-free torsion-resistant medium-voltage wind energy cable comprises the steps of firstly manufacturing a conductor for later use; the following steps are sequentially as follows: 1) manufacturing a main wire core; 2) manufacturing a ground wire core; 3) stranding a plurality of main wire cores, a ground wire core, a plurality of ethylene propylene fillings and a semi-conductive filling into a cable core; 4) and manufacturing a cable core protection structure. This cable structure does: a plurality of main wire cores, a ground wire core, a plurality of ethylene propylene fillings and a semi-conductive filling are stranded into a cable core; the cable core is wrapped with a protection structure; the main wire core is formed by sequentially wrapping a first isolating layer, a conductor semi-conductive shielding layer, an insulating layer and an insulating semi-conductive shielding layer outside a main wire core conductor; the ground wire core is formed by wrapping a ground wire core insulating layer outside a ground wire core conductor; in the cable core, semi-conductive filling is arranged at the position of an axis, the main wire core and the ground wire core are symmetrical around the axis, and ethylene propylene filling is arranged between the adjacent main wire cores and the ground wire core; the cable core is wrapped with a second isolation layer; the protective structure is composed of an inner sheath and an outer sheath.",Ethylene-propylene insulation low-smoke halogen-free medium-voltage torsion-resistant medium-voltage wind energy cable and manufacturing method thereof,20220107,"['ZHU BIN', 'LI BIN', 'LIANG FUCAI', 'LING GUOZHEN', 'YUAN JIE']"
What is the purpose of the semi-conductive filling and ethylene propylene filling in the cable core?,"The semi-conductive filling is arranged at the position of the axis, while the ethylene propylene filling is arranged between the adjacent main wire cores and the ground wire core.","Ethylene-propylene insulation low-smoke halogen-free medium-voltage torsion-resistant medium-voltage wind energy cable and manufacturing method thereofA method for manufacturing ethylene-propylene insulation low-smoke halogen-free torsion-resistant medium-voltage wind energy cable comprises the steps of firstly manufacturing a conductor for later use; the following steps are sequentially as follows: 1) manufacturing a main wire core; 2) manufacturing a ground wire core; 3) stranding a plurality of main wire cores, a ground wire core, a plurality of ethylene propylene fillings and a semi-conductive filling into a cable core; 4) and manufacturing a cable core protection structure. This cable structure does: a plurality of main wire cores, a ground wire core, a plurality of ethylene propylene fillings and a semi-conductive filling are stranded into a cable core; the cable core is wrapped with a protection structure; the main wire core is formed by sequentially wrapping a first isolating layer, a conductor semi-conductive shielding layer, an insulating layer and an insulating semi-conductive shielding layer outside a main wire core conductor; the ground wire core is formed by wrapping a ground wire core insulating layer outside a ground wire core conductor; in the cable core, semi-conductive filling is arranged at the position of an axis, the main wire core and the ground wire core are symmetrical around the axis, and ethylene propylene filling is arranged between the adjacent main wire cores and the ground wire core; the cable core is wrapped with a second isolation layer; the protective structure is composed of an inner sheath and an outer sheath.",Ethylene-propylene insulation low-smoke halogen-free medium-voltage torsion-resistant medium-voltage wind energy cable and manufacturing method thereof,20220107,"['ZHU BIN', 'LI BIN', 'LIANG FUCAI', 'LING GUOZHEN', 'YUAN JIE']"
How does the system separate urine and excrement?,The system separates urine and excrement using a source separation sanitary appliance.,"Utilize solar energy to realize source separation urine and excrement and urine resourceization&#39;s processing systemThe invention provides a treatment system for recycling urine and excrement by utilizing solar energy, which comprises a source separation sanitary appliance, an acidified urine pool, a urine solar photo-thermal evaporation device and an excrement solar photo-thermal evaporation device, wherein the source separation sanitary appliance, the acidified urine pool, the urine solar photo-thermal evaporation device and the excrement solar photo-thermal evaporation device are sequentially communicated; urine solar photothermal evaporation device includes transparent condensing plate, baffle, evaporating chamber, collection chamber, and the evaporating chamber is located transparent condensing plate horizontal position below, and the baffle separates evaporating chamber and collection chamber completely, and the printing opacity condensing plate covers in the evaporating chamber top and guides the comdenstion water to the collection chamber. According to the invention, after the source separated urine is deodorized and nitrogen-fixed by the acidified urine pool, the source separated urine enters the urine solar photo-thermal evaporation device, the urine is efficiently evaporated to dryness to reduce the volume of the urine, the urine is concentrated into high-concentration nitrogen fertilizer and phosphate fertilizer to realize recycling, and the steam contacts the condensing plate to become water drops to flow into the collecting chamber to realize water recycling; the excrement separated from the source is subjected to efficient solar photo-thermal evaporation to realize the drying of the excrement.",Utilize solar energy to realize source separation urine and excrement and urine resourceization&#39;s processing system,20211123,"['ZHOU XUEFEI', 'ZHANG YALEI', 'LIU JIE', 'YU ZHENJIANG', 'Lai Zhulin', 'YANG LEI']"
What happens to the urine after it enters the urine solar photo-thermal evaporation device?,"The urine is efficiently evaporated to dryness, concentrated into high-concentration nitrogen fertilizer and phosphate fertilizer, and the steam is converted back into water through condensation.","Utilize solar energy to realize source separation urine and excrement and urine resourceization&#39;s processing systemThe invention provides a treatment system for recycling urine and excrement by utilizing solar energy, which comprises a source separation sanitary appliance, an acidified urine pool, a urine solar photo-thermal evaporation device and an excrement solar photo-thermal evaporation device, wherein the source separation sanitary appliance, the acidified urine pool, the urine solar photo-thermal evaporation device and the excrement solar photo-thermal evaporation device are sequentially communicated; urine solar photothermal evaporation device includes transparent condensing plate, baffle, evaporating chamber, collection chamber, and the evaporating chamber is located transparent condensing plate horizontal position below, and the baffle separates evaporating chamber and collection chamber completely, and the printing opacity condensing plate covers in the evaporating chamber top and guides the comdenstion water to the collection chamber. According to the invention, after the source separated urine is deodorized and nitrogen-fixed by the acidified urine pool, the source separated urine enters the urine solar photo-thermal evaporation device, the urine is efficiently evaporated to dryness to reduce the volume of the urine, the urine is concentrated into high-concentration nitrogen fertilizer and phosphate fertilizer to realize recycling, and the steam contacts the condensing plate to become water drops to flow into the collecting chamber to realize water recycling; the excrement separated from the source is subjected to efficient solar photo-thermal evaporation to realize the drying of the excrement.",Utilize solar energy to realize source separation urine and excrement and urine resourceization&#39;s processing system,20211123,"['ZHOU XUEFEI', 'ZHANG YALEI', 'LIU JIE', 'YU ZHENJIANG', 'Lai Zhulin', 'YANG LEI']"
How does the system handle the excrement after it is separated?,The excrement is subjected to efficient solar photo-thermal evaporation to realize the drying of the excrement.,"Utilize solar energy to realize source separation urine and excrement and urine resourceization&#39;s processing systemThe invention provides a treatment system for recycling urine and excrement by utilizing solar energy, which comprises a source separation sanitary appliance, an acidified urine pool, a urine solar photo-thermal evaporation device and an excrement solar photo-thermal evaporation device, wherein the source separation sanitary appliance, the acidified urine pool, the urine solar photo-thermal evaporation device and the excrement solar photo-thermal evaporation device are sequentially communicated; urine solar photothermal evaporation device includes transparent condensing plate, baffle, evaporating chamber, collection chamber, and the evaporating chamber is located transparent condensing plate horizontal position below, and the baffle separates evaporating chamber and collection chamber completely, and the printing opacity condensing plate covers in the evaporating chamber top and guides the comdenstion water to the collection chamber. According to the invention, after the source separated urine is deodorized and nitrogen-fixed by the acidified urine pool, the source separated urine enters the urine solar photo-thermal evaporation device, the urine is efficiently evaporated to dryness to reduce the volume of the urine, the urine is concentrated into high-concentration nitrogen fertilizer and phosphate fertilizer to realize recycling, and the steam contacts the condensing plate to become water drops to flow into the collecting chamber to realize water recycling; the excrement separated from the source is subjected to efficient solar photo-thermal evaporation to realize the drying of the excrement.",Utilize solar energy to realize source separation urine and excrement and urine resourceization&#39;s processing system,20211123,"['ZHOU XUEFEI', 'ZHANG YALEI', 'LIU JIE', 'YU ZHENJIANG', 'Lai Zhulin', 'YANG LEI']"
What method is used to prepare the silicon dioxide nanofiber membrane?,The electrostatic spinning technology is utilized.,"Preparation method and application method of photothermal conversion fiber membraneThe invention belongs to the technical field of seawater desalination, and particularly relates to a preparation method and an application method of a photothermal conversion fiber membrane. The technical points are as follows: s1, obtaining a silicon dioxide fiber membrane by adopting electrostatic spinning; s2, growing titanium dioxide on the surface of the silicon dioxide fiber film to obtain a titanium dioxide-based silicon dioxide fiber film; s3, growing Prussian blue on the titanium dioxide-based silicon dioxide fiber film in situ. According to the invention, the electrostatic spinning technology is utilized to prepare the silicon dioxide nanofiber membrane, the hydrothermal method is utilized to carry out uniform surface modification on the silicon dioxide nanofiber membrane to grow the titanium dioxide and the Prussian blue, the problems of agglomeration and recovery of titanium dioxide and Prussian blue nanoparticles are solved, the silicon dioxide nanofiber membrane is endowed with a new function, solar energy is converted into heat energy, high-value utilization of the solar energy is realized to carry out seawater desalination, organic matters evaporated out by catalytic degradation are obtained, a high-quality purified water source is obtained, the problems of water resource shortage and pollution are solved, and the silicon dioxide nanofiber membrane has a good application prospect.",Preparation method and application method of photothermal conversion fiber membrane,20220531,[]
What problem is solved by growing titanium dioxide and Prussian blue on the silicon dioxide nanofiber membrane?,The problems of agglomeration and recovery of titanium dioxide and Prussian blue nanoparticles are solved.,"Preparation method and application method of photothermal conversion fiber membraneThe invention belongs to the technical field of seawater desalination, and particularly relates to a preparation method and an application method of a photothermal conversion fiber membrane. The technical points are as follows: s1, obtaining a silicon dioxide fiber membrane by adopting electrostatic spinning; s2, growing titanium dioxide on the surface of the silicon dioxide fiber film to obtain a titanium dioxide-based silicon dioxide fiber film; s3, growing Prussian blue on the titanium dioxide-based silicon dioxide fiber film in situ. According to the invention, the electrostatic spinning technology is utilized to prepare the silicon dioxide nanofiber membrane, the hydrothermal method is utilized to carry out uniform surface modification on the silicon dioxide nanofiber membrane to grow the titanium dioxide and the Prussian blue, the problems of agglomeration and recovery of titanium dioxide and Prussian blue nanoparticles are solved, the silicon dioxide nanofiber membrane is endowed with a new function, solar energy is converted into heat energy, high-value utilization of the solar energy is realized to carry out seawater desalination, organic matters evaporated out by catalytic degradation are obtained, a high-quality purified water source is obtained, the problems of water resource shortage and pollution are solved, and the silicon dioxide nanofiber membrane has a good application prospect.",Preparation method and application method of photothermal conversion fiber membrane,20220531,[]
